Institution,Subject,Name,Type,Number,Section,Instructor,Date
Amherst,AMST,Transnational American,,130,1,Jallicia Jolly,TTH 01:00PM-02:20PM
Amherst,AMST,Asian American Experience,,204,1,Pawan Dhingra,TTH 08:30AM-09:50AM
Amherst,AMST,The Embodied Self,,215,1,Wendy Bergoffen,MWF 11:00AM-11:50AM
Amherst,AMST,The Embodied Self,,215,2,Francis Couvares,MWF 11:00AM-11:50AM
Amherst,AMST,The Sanctuary Movement,,234,1,Lloyd Barba,MW 02:00PM-03:20PM
Amherst,AMST,Relig Traditions America,,246,1,Lloyd Barba,TTH 11:30AM-12:50PM
Amherst,AMST,Exploring Ed. Studies,,251,1,Kristen Luschen,TTH 02:30PM-03:50PM
Amherst,AMST,Native American Studies,,273,1,Ashley Smith,MW 08:30AM-09:50AM
Amherst,AMST,Model Minorities,,345,1,"Wendy Bergoffen, Franklin Odo",M 02:00PM-04:45PM
Amherst,AMST,Politics of Education,,352,1,"Hilary Moss, Kristen Luschen",W 02:00PM-04:45PM
Amherst,AMST,Indigenous Feminisms,,370,1,Jennifer Hamilton,TTH 10:00AM-11:20AM
Amherst,AMST,Asian American History,,372,1,Franklin Odo,W 02:00PM-04:45PM
Amherst,AMST,US Third World Feminists,,380,1,Lili Kim,TTH 10:00AM-11:20AM
Amherst,AMST,Resrch Methods: Amer Cul,,468,1,Robert Hayashi,T 02:30PM-05:15PM
Amherst,AMST,Special Topics,,490,1,The Department,M 12:00PM-12:50PM
Amherst,ANTH,Sociocultural Anthro.,,112,1,Deborah Gewertz,TTH 01:00PM-02:20PM
Amherst,ANTH,Building a Better World,,117,1,Vanessa Fong,TTH 10:00AM-11:20AM
Amherst,ANTH,Anthro & Science Fiction,,201,1,Vanessa Fong,MW 12:30PM-01:50PM
Amherst,ANTH,Feminist Science Studies,,211,1,Jennifer Hamilton,MW 08:30AM-09:50AM
Amherst,ANTH,Medical Anthropology,,245,1,Christopher Dole,TTH 02:30PM-03:50PM
Amherst,ANTH,The Middle East,,265,1,Christopher Dole,TTH 01:00PM-02:20PM
Amherst,ANTH,The Anthropology of Food,,339,1,Deborah Gewertz,W 02:00PM-04:45PM
Amherst,ANTH,Special Topics,,490,1,The Department,
Amherst,ARAB,First-Year Arabic I,,101,1,Mohamed Hassan,MWF 08:30AM-09:50AM
Amherst,ARAB,Second-Year Arabic I,,201,1,May George,MWF 08:30AM-09:50AM
Amherst,ARAB,Third-Year Arabic I,,301,1,Mohamed Hassan,MWF 02:00PM-03:20PM
Amherst,ARAB,4th Yr/Media Arabic,,401,1,Mohamed Hassan,MW 12:30PM-01:50PM
Amherst,ARAB,Special Topics,,490,1,The Department,
Amherst,ARCH,Space and Design,,105,1,Rachael Cohen,TTH 01:00PM-04:00PM
Amherst,ARCH,Art & Architec of Europe,,135,1,Nicola Courtright,MW 02:00PM-03:20PM
Amherst,ARCH,Art/Arch Europe Dis,,135F,1,Nicola Courtright,T 09:00AM-09:50AM
Amherst,ARCH,Art/Arch Europe Dis,,135F,2,Nicola Courtright,TH 01:30PM-02:20PM
Amherst,ARCH,Art/Architecture-S. Asia,,154,1,Yael Rice,TTH 10:00AM-11:20AM
Amherst,ARCH,Architectural Anthro,,202,1,Gabriel Arboleda,TTH 11:30AM-12:50PM
Amherst,ARCH,Sustainable Design,,205,1,Gabriel Arboleda,MW 12:30PM-01:50PM
Amherst,ARCH,Cartographic Cultures,,232,1,Dwight Carey,MW 03:00PM-04:20PM
Amherst,ARCH,The Colonial City,,257,1,Dwight Carey,MW 12:30PM-01:50PM
Amherst,ARCH,Performance,,360,1,Heidi Gilpin,W 02:00PM-05:00PM
Amherst,ARCH,Special Topics,,490,1,The Department,
Amherst,ARHA,The Practice of Art,,102,1,David Gloman,MW 09:00AM-11:00AM
Amherst,ARHA,Space and Design,,105,1,Rachael Cohen,TTH 01:00PM-04:00PM
Amherst,ARHA,Drawing I,,111,1,David Gloman,MW 01:00PM-04:00PM
Amherst,ARHA,Art & Architec of Europe,,135,1,Nicola Courtright,MW 02:00PM-03:20PM
Amherst,ARHA,Art/Arch Europe Dis,,135F,1,Nicola Courtright,T 09:00AM-09:50AM
Amherst,ARHA,Art/Arch Europe Dis,,135F,2,Nicola Courtright,TH 01:30PM-02:20PM
Amherst,ARHA,Arts/Orature in Africa,,138,1,Rowland Abiodun,MW 12:30PM-01:50PM
Amherst,ARHA,Art/Architecture-S. Asia,,154,1,Yael Rice,TTH 10:00AM-11:20AM
Amherst,ARHA,Contemporary Art,,155,1,Nicholas Vicario,TTH 11:30AM-12:50PM
Amherst,ARHA,Architectural Anthro,,202,1,Gabriel Arboleda,TTH 11:30AM-12:50PM
Amherst,ARHA,Sustainable Design,,205,1,Gabriel Arboleda,MW 12:30PM-01:50PM
Amherst,ARHA,Failed It!,,206,1,Odette England,MW 09:00AM-11:00AM
Amherst,ARHA,Talking With Beads,,207,1,Sonya Clark,T 01:00PM-04:00PM
Amherst,ARHA,Storytelling Arts,,212,1,N C Christopher Couch,MW 02:00PM-03:20PM
Amherst,ARHA,Printmaking I,,213,1,Betsey Garand,TTH 01:00PM-04:00PM
Amherst,ARHA,Sculpture I,,214,1,Douglas Culhane,TTH 01:00PM-04:00PM
Amherst,ARHA,Photography I,,218,1,Justin Kimball,MW 01:00PM-04:00PM
Amherst,ARHA,Looking At Photography,,220,1,Karen Koehler,TTH 01:00PM-02:20PM
Amherst,ARHA,Video Production,,221,1,Adam Levine,MW 01:00PM-04:00PM
Amherst,ARHA,Drawing II,,222,1,Robert Sweeney,TTH 09:00AM-11:00AM
Amherst,ARHA,Image & Text,,228,1,Douglas Culhane,TTH 09:00AM-11:00AM
Amherst,ARHA,The Virgin Mary,,229,1,Jutta Sperling,TTH 02:30PM-03:50PM
Amherst,ARHA,Cartographic Cultures,,232,1,Dwight Carey,MW 03:00PM-04:20PM
Amherst,ARHA,The Colonial City,,257,1,Dwight Carey,MW 12:30PM-01:50PM
Amherst,ARHA,The Art Market,,263,1,Nicholas Vicario,MW 02:00PM-03:20PM
Amherst,ARHA,African Art & Diaspora,,270,1,Rowland Abiodun,MW 08:30AM-09:50AM
Amherst,ARHA,Drawing Into Sculpture,,303,1,Carol Keller,MW 09:00AM-11:00AM
Amherst,ARHA,What You Don't Know How,,308,1,Anna Hepler,F 10:00AM-12:00PM; F 01:00PM-04:00PM
Amherst,ARHA,The Head As Subject,,310,1,Carol Keller,MW 01:00PM-04:00PM
Amherst,ARHA,Working in Series,,319,1,Betsey Garand,TTH 09:00AM-11:00AM
Amherst,ARHA,Adv Studio Seminar,,323,1,Robert Sweeney,TTH 01:00PM-03:00PM
Amherst,ARHA,Fictional Video Prod.,,330,1,Elliot Montague,TTH 01:00PM-04:00PM
Amherst,ARHA,2020 Vision,,345,1,"Justin Kimball, Adam Levine",F 09:00AM-04:00PM
Amherst,ARHA,Art of the Talisman,,381,1,Yael Rice,T 01:00PM-04:00PM
Amherst,ARHA,Witch/Vampire/Monster,,385,1,Natasha Staller,TTH 01:00PM-02:20PM
Amherst,ARHA,Special Topics,,490,1,The Department,
Amherst,ASLC,Chinese Diaspora History,,114,1,Richard Chu,TTH 10:00AM-11:20AM
Amherst,ASLC,Atomic Bomb Literature,,120,1,Timothy Van Compernolle,TTH 10:00AM-11:20AM
Amherst,ASLC,Middle Eastern History,,126,1,Monica Ringer,MW 02:00PM-03:20PM
Amherst,ASLC,Art/Architecture-S. Asia,,154,1,Yael Rice,TTH 10:00AM-11:20AM
Amherst,ASLC,Imagining Modern China,,170,1,Lei Ying,MW 02:00PM-03:20PM
Amherst,ASLC,From Shamans to Samurai,,175,1,Trent Maxey,MWF 10:00AM-10:50AM
Amherst,ASLC,Contemporary China,,208,1,Kerry Ratigan,TTH 02:30PM-03:50PM
Amherst,ASLC,Japan on Screen,,234,1,Timothy Van Compernolle,TTH 02:30PM-03:50PM
Amherst,ASLC,Buddhist Ethics,,256,1,Maria Heim,TTH 01:00PM-02:20PM
Amherst,ASLC,The Middle East,,266,1,Christopher Dole,TTH 01:00PM-02:20PM
Amherst,ASLC,Lives of Muslim Saints,,289,1,Tariq Jaffer,TTH 02:30PM-03:50PM
Amherst,ASLC,Buddhist Stories,,360,1,Lei Ying,TTH 10:00AM-11:20AM
Amherst,ASLC,"Merchants, Money, Market",,369,1,Zhijian Qiao,TTH 02:30PM-03:50PM
Amherst,ASLC,Art of the Talisman,,381,1,Yael Rice,T 01:00PM-04:00PM
Amherst,ASLC,Asia-Pacific War,,477,1,Trent Maxey,W 02:00PM-04:45PM
Amherst,ASLC,Special Topics,,490,1,The Department,
Amherst,ASTR,Observing the Sky,,110,1,Alexandros Gianninas,MW 07:00PM-10:00PM
Amherst,ASTR,Astrophysics I,,228,1,Alexandros Gianninas,MWF 02:00PM-02:50PM
Amherst,ASTR,General Relativity,,460,1,William Loinaz,TTH 10:00AM-11:20AM
Amherst,ASTR,Special Topics,,490,1,The Department,
Amherst,BCBP,Biochemistry,,331,1,"Anthony Bishop, Mona Orr",MWF 11:00AM-11:50AM
Amherst,BCBP,Biochemistry Discuss,,331F,1,"Anthony Bishop, Mona Orr",F 01:00PM-01:50PM
Amherst,BCBP,Biochemistry Lab,,331L,1,"Anthony Bishop, Mona Orr",T 01:00PM-05:00PM
Amherst,BCBP,Biochemistry Lab,,331L,2,"Anthony Bishop, Mona Orr",W 02:00PM-06:00PM
Amherst,BCBP,Biochemistry Lab,,331L,3,Anthony Bishop,TH 02:30PM-06:30PM
Amherst,BCBP,Molecular Genetics W/Lab,,371,1,"Jeeyon Jeong, Joohyun Lee",TTH 11:30AM-12:50PM
Amherst,BCBP,Molecular Genetics Dis,,371F,1,"Jeeyon Jeong, Joohyun Lee",TH 01:00PM-01:50PM
Amherst,BCBP,Molecular Genetics Lab,,371L,1,"Jeeyon Jeong, Joohyun Lee",W 02:00PM-05:00PM
Amherst,BCBP,Molecular Genetics Lab,,371L,2,"Jeeyon Jeong, Joohyun Lee",TH 02:30PM-05:30PM
Amherst,BCBP,Special Topics,,490,1,The Department,
Amherst,BIOL,Adaptation & Organism,,181,1,"Ethan Clotfelter, Thea Kristensen, Jill Miller",MWF 12:00PM-12:50PM
Amherst,BIOL,Adapt/Organism Dis,,181F,1,"Ethan Clotfelter, Thea Kristensen, Jill Miller",M 01:00PM-01:50PM
Amherst,BIOL,Adapt/Organism Lab,,181L,1,"Ethan Clotfelter, Thea Kristensen, Jill Miller",T 02:30PM-05:30PM
Amherst,BIOL,Adapt/Organism Lab,,181L,2,"Ethan Clotfelter, Thea Kristensen, Jill Miller",W 02:00PM-05:00PM
Amherst,BIOL,Adapt/Organism Lab,,181L,3,"Ethan Clotfelter, Thea Kristensen, Jill Miller",TH 08:00AM-11:00AM
Amherst,BIOL,Adapt/Organism Lab,,181L,4,"Ethan Clotfelter, Thea Kristensen, Jill Miller",TH 02:30PM-05:30PM
Amherst,BIOL,"Molecules, Genes & Cells",,191,1,"Alexandra Purdy, Julia Emerson",MW 12:00PM-12:50PM
Amherst,BIOL,Mol/Genes/Cells-Dis,,191F,1,"Alexandra Purdy, Julia Emerson",TH 02:30PM-04:20PM
Amherst,BIOL,Mol/Genes/Cells-Dis,,191F,2,"Alexandra Purdy, Julia Emerson",F 12:00PM-01:50PM
Amherst,BIOL,Mol/Genes/Cells-Lab,,191L,1,"Alexandra Purdy, Julia Emerson",T 08:00AM-11:00AM
Amherst,BIOL,Mol/Genes/Cells-Lab,,191L,2,"Alexandra Purdy, Julia Emerson",W 02:00PM-05:00PM
Amherst,BIOL,Mol/Genes/Cells-Lab,,191L,3,"Alexandra Purdy, Julia Emerson",TH 08:00AM-11:00AM
Amherst,BIOL,Disease Ecology,,201,1,Michael Hood,MW 12:30PM-01:50PM
Amherst,BIOL,Disease Ecology Lab,,201L,1,Michael Hood,T 01:00PM-04:00PM
Amherst,BIOL,Neurobiology,,214,1,John Roche,MWF 09:00AM-09:50AM
Amherst,BIOL,Developmental Biology,,221,1,Aikaterini Ragkousi,TTH 10:00AM-11:20AM
Amherst,BIOL,Developmental Bio Lab,,221L,1,Aikaterini Ragkousi,TH 02:30PM-05:30PM
Amherst,BIOL,Ecology,,230,1,Ethan Temeles,MWF 10:00AM-10:50AM
Amherst,BIOL,Special Topics,,290,1,The Department,
Amherst,BIOL,Biochemistry,,331,1,"Anthony Bishop, Mona Orr",MWF 11:00AM-11:50AM
Amherst,BIOL,Biochemistry Discuss,,331F,1,"Anthony Bishop, Mona Orr",F 01:00PM-01:50PM
Amherst,BIOL,Biochemistry Lab,,331L,1,"Anthony Bishop, Mona Orr",T 01:00PM-05:00PM
Amherst,BIOL,Biochemistry Lab,,331L,2,"Anthony Bishop, Mona Orr",W 02:00PM-06:00PM
Amherst,BIOL,Biochemistry Lab,,331L,3,Anthony Bishop,TH 02:30PM-05:30PM
Amherst,BIOL,Cell&Molecular Disease,,340,1,Marc Edwards,TTH 11:30AM-12:50PM
Amherst,BIOL,Molecular Genetics W/Lab,,371,1,"Jeeyon Jeong, Joohyun Lee",TTH 11:30AM-12:50PM
Amherst,BIOL,Molecular Genetics Dis,,371F,1,"Jeeyon Jeong, Joohyun Lee",TH 01:00PM-01:50PM
Amherst,BIOL,Molecular Genetics Lab,,371L,1,"Jeeyon Jeong, Joohyun Lee",W 02:00PM-05:00PM
Amherst,BIOL,Molecular Genetics Lab,,371L,2,"Jeeyon Jeong, Joohyun Lee",TH 02:30PM-05:30PM
Amherst,BIOL,Special Topics,,390,1,The Department,
Amherst,BIOL,Seminar in RNA,,420,1,Joohyun Lee,T 02:30PM-05:30PM
Amherst,BIOL,Conservation Biology,,440,1,Rachel Levin,TH 02:30PM-05:30PM
Amherst,BIOL,Physiology Seminar,,450,1,Josef Trapani,W 02:00PM-05:00PM
Amherst,BIOL,Special Topics,,490,1,The Department,
Amherst,BIOL,Senior Honors,,498,1,The Department,
Amherst,BLST,Intro to Black Studies,,111,1,Solsiree Del Moral,TTH 02:30PM-03:50PM
Amherst,BLST,Transnational American,,130,1,Jallicia Jolly,TTH 01:00PM-02:20PM
Amherst,BLST,Black (on) Earth,,162,1,C. Rhonda Cobham-Sander,MW 08:30AM-09:50AM
Amherst,BLST,Debate in Black Studies,,200,1,Alec Hickmott,MW 03:00PM-04:20PM
Amherst,BLST,African Popular Music,,204,1,Olabode Omojola,TTH 10:00AM-11:20AM
Amherst,BLST,Slave Trade-Reconstructn,,231,1,Hilary Moss,TTH 01:00PM-02:20PM
Amherst,BLST,Race and Amer Capitalism,,248,1,Alec Hickmott,MW 12:30PM-01:50PM
Amherst,BLST,The Colonial City,,253,1,Dwight Carey,MW 12:30PM-01:50PM
Amherst,BLST,African Art & Diaspora,,293,1,Rowland Abiodun,MW 08:30AM-09:50AM
Amherst,BLST,Research Black Studies,,300,1,"C. Rhonda Cobham-Sander, Mary Hicks",T 01:00PM-04:00PM
Amherst,BLST,Arts/Orature in Africa,,313,1,Rowland Abiodun,MW 12:30PM-01:50PM
Amherst,BLST,Riot & Rebellion,,321,1,Sean Redding,TTH 01:00PM-02:20PM
Amherst,BLST,Jazz History to 1945,,334,1,Jason Robinson,TTH 02:30PM-03:20PM
Amherst,BLST,Africa/Brazil,,350,1,Mary Hicks,MW 12:30PM-01:50PM
Amherst,BLST,Politics of Education,,351,1,"Hilary Moss, Kristen Luschen",W 02:00PM-04:45PM
Amherst,BLST,Bad Black Women,,377,1,Aneeka Henderson,MW 02:00PM-03:20PM
Amherst,BLST,Special Topics,,490,1,The Department,
Amherst,CHEM,Introductory Chemistry,,151,1,Patricia O'Hara,MWF 10:00AM-10:50AM
Amherst,CHEM,Introductory Chemistry Discuss,,151F,1,Patricia O'Hara,M 01:00PM-01:50PM
Amherst,CHEM,Introductory Chemistry Discuss,,151F,2,Patricia O'Hara,M 01:00PM-01:50PM
Amherst,CHEM,Introductory Chemistry Discuss,,151F,3,Patricia O'Hara,M 02:00PM-02:50PM
Amherst,CHEM,Introductory Chemistry Discuss,,151F,4,Patricia O'Hara,M 02:00PM-02:50PM
Amherst,CHEM,Intro Chemistry Lab,,151L,1,Patricia O'Hara,M 03:00PM-06:00PM
Amherst,CHEM,Intro Chemistry Lab,,151L,2,Patricia O'Hara,T 08:00AM-11:00AM
Amherst,CHEM,Intro Chemistry Lab,,151L,3,Patricia O'Hara,T 02:30PM-05:30PM
Amherst,CHEM,Intro Chemistry Lab,,151L,4,Patricia O'Hara,W 02:00PM-05:00PM
Amherst,CHEM,Intro Chemistry Lab,,151L,5,Patricia O'Hara,TH 08:00AM-11:00AM
Amherst,CHEM,Intro Chemistry Lab,,151L,6,Patricia O'Hara,TH 02:30PM-05:30PM
Amherst,CHEM,Intro Chemistry Lab,,151L,7,Patricia O'Hara,F 01:00PM-04:00PM
Amherst,CHEM,Fundamtl Chem Principles,,155,1,"Mark Marshall, Jacob Olshansky",MWF 10:00AM-10:50AM
Amherst,CHEM,Fundamtl Chem Principles Discu,,155F,1,"Mark Marshall, Jacob Olshansky",M 01:00PM-01:50PM
Amherst,CHEM,Fundamtl Chem Principles Discu,,155F,2,"Mark Marshall, Jacob Olshansky",M 02:00PM-02:50PM
Amherst,CHEM,Fundamtl Chem Principles Discu,,155F,3,"Mark Marshall, Jacob Olshansky",M 02:00PM-02:50PM
Amherst,CHEM,Fundamtl Chem Principles Discu,,155F,4,"Mark Marshall, Jacob Olshansky",M 03:00PM-03:50PM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,1,"Mark Marshall, Jacob Olshansky",M 03:00PM-06:00PM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,2,"Mark Marshall, Jacob Olshansky",T 08:00AM-11:00AM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,3,"Mark Marshall, Jacob Olshansky",T 02:30PM-05:30PM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,4,"Mark Marshall, Jacob Olshansky",W 02:00PM-05:00PM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,5,"Mark Marshall, Jacob Olshansky",TH 08:00AM-11:00AM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,6,"Mark Marshall, Jacob Olshansky",TH 02:30PM-05:30PM
Amherst,CHEM,Fundamtl Chem Principles Lab,,155L,7,"Mark Marshall, Jacob Olshansky",F 01:00PM-04:00PM
Amherst,CHEM,Chemical Principles,,161,1,Stephen Cartier,MW 10:00AM-10:50AM
Amherst,CHEM,Chemical Principles Discussion,,161F,1,Stephen Cartier,F 10:00AM-12:00PM
Amherst,CHEM,Chemical Principles Lab,,161L,1,Stephen Cartier,M 02:00PM-05:00PM
Amherst,CHEM,Chemical Principles Lab,,161L,2,Stephen Cartier,T 08:00AM-11:00AM
Amherst,CHEM,Organic Chemistry I,,221,1,"David Hansen, Alberto Lopez",MWF 11:00AM-11:50AM
Amherst,CHEM,Organic Chem I Discussion,,221F,1,"David Hansen, Alberto Lopez",M 01:00PM-01:50PM
Amherst,CHEM,Organic Chem I Discussion,,221F,2,"David Hansen, Alberto Lopez",M 01:00PM-01:50PM
Amherst,CHEM,Organic Chem I Discussion,,221F,3,"David Hansen, Alberto Lopez",M 02:00PM-02:50PM
Amherst,CHEM,Organic Chem I Discussion,,221F,4,"David Hansen, Alberto Lopez",M 02:00PM-02:50PM
Amherst,CHEM,Organic Chem I Discussion,,221F,5,"David Hansen, Alberto Lopez",M 03:00PM-03:50PM
Amherst,CHEM,Organic Chem I Lab,,221L,1,"David Hansen, Alberto Lopez",M 03:00PM-06:30PM
Amherst,CHEM,Organic Chem I Lab,,221L,2,"David Hansen, Alberto Lopez",T 08:00AM-11:20AM
Amherst,CHEM,Organic Chem I Lab,,221L,3,"David Hansen, Alberto Lopez",T 02:30PM-06:00PM
Amherst,CHEM,Organic Chem I Lab,,221L,4,"David Hansen, Alberto Lopez",W 02:00PM-05:30PM
Amherst,CHEM,Organic Chem I Lab,,221L,5,"David Hansen, Alberto Lopez",TH 08:00AM-11:20AM
Amherst,CHEM,Organic Chem I Lab,,221L,6,"David Hansen, Alberto Lopez",TH 02:30PM-06:00PM
Amherst,CHEM,Special Topics,,290,1,The Department,
Amherst,CHEM,Biochemistry,,331,1,"Anthony Bishop, Mona Orr",MWF 11:00AM-11:50AM
Amherst,CHEM,Biochemistry Discuss,,331F,1,"Anthony Bishop, Mona Orr",F 01:00PM-01:50PM
Amherst,CHEM,Biochemistry Lab,,331L,1,"Anthony Bishop, Mona Orr",T 01:00PM-05:00PM
Amherst,CHEM,Biochemistry Lab,,331L,2,"Anthony Bishop, Mona Orr",W 02:00PM-06:00PM
Amherst,CHEM,Biochemistry Lab,,331L,3,Anthony Bishop,TH 02:30PM-06:30PM
Amherst,CHEM,Quantum Chem/Spectrscopy,,351,1,Helen Leung,TTH 10:00AM-11:20AM
Amherst,CHEM,Quantum Chemistry/Spectroscopy Lab,,351L,1,Helen Leung,W 02:00PM-06:00PM
Amherst,CHEM,Quantum Chemistry/Spectroscopy Lab,,351L,2,Helen Leung,TH 01:00PM-05:00PM
Amherst,CHEM,Inorganic Chemistry,,371,1,Christopher Durr,MWF 10:00AM-10:50AM
Amherst,CHEM,Inorganic Chemistry Dis,,371F,1,Christopher Durr,F 02:00PM-02:50PM
Amherst,CHEM,Inorganic Chemistry Lab,,371L,1,Christopher Durr,T 01:00PM-05:00PM
Amherst,CHEM,Inorganic Chemistry Lab,,371L,2,Christopher Durr,W 02:00PM-06:00PM
Amherst,CHEM,Intro Materials Science,,380,1,Sandra Burkett,MWF 12:00PM-12:50PM
Amherst,CHEM,Intro Materials Sci Dis,,380F,1,Sandra Burkett,M 02:00PM-03:30PM
Amherst,CHEM,Special Topics,,390,1,The Department,
Amherst,CHEM,Special Topics,,490,1,The Department,
Amherst,CHEM,Senior Honors,,498,1,The Department,F 03:00PM-04:45PM
Amherst,CHIN,First-Year Chinese I,,101,1,Xiaoping Teng,MWF 09:00AM-09:50AM
Amherst,CHIN,First-Year Chinese I,,101,2,Xiaoping Teng,MWF 10:00AM-10:50AM
Amherst,CHIN,First-Year Chinese I Discuss,,101F,1,Xiaoping Teng,TTH 09:00AM-09:50AM
